#OTU ID	LD.73	LD.11	LD.26	HD.61	LD.61	LD.77	LD.88	LD.63	LD.5	HD.65	LD.52	HD.50	LD.22	LD.76	LD.20	LD.19	LD.85	LD.69	HD.75	LD.66	HD.77	HD.11	LD.72	LD.92	HD.69	LD.94	LD.90	HD.20	HD.5	HD.83	HD.8	HD.22	LD.34	HD.73	HD.23	HD.62	LD.78	LD.97	HD.67	LD.81	LD.89	HD.79	LD.95	LD.59	LD.1	HD.63	LD.68	HD.48	LD.74	HD.1	HD.56	HD.53	LD.38	HD.12	HD.81	LD.39	HD.31	LD.91	LD.15	HD.80	LD.54	HD.60	HD.70	LD.42	HD.28	LD.80	LD.37	HD.35	HD.64	LD.75	LD.43	LD.58	LD.51	HD.32	LD.8	HD.7	HD.29	HD.72	HD.4	LD.35	HD.41	LD.57	HD.10	LD.53	HD.82	LD.17	LD.29	LD.3	HD.30	LD.60	HD.9	HD.68	LD.46	LD.41	LD.62	HD.42	HD.58	HD.46	LD.7	LD.93	LD.86	HD.36	HD.2	LD.96	HD.27	LD.14	HD.78	HD.34	HD.52	HD.40	LD.12	LD.84	HD.66	HD.24	HD.71	LD.83	LD.82	HD.21	LD.44	LD.23	HD.74	HD.76	LD.50	LD.79	LD.4	HD.33	LD.9	HD.51	HD.26	HD.14
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_barnesiae	1352	522	232	162	96	92	6	140	26	70	28	236	1878	130	4	26	104	606	942	78	3566	206	42	148	104	542	4	166	140	1970	306	24	8	1580	1516	530	90	182	18	1206	20	524	748	46	228	1922	788	86	1218	930	268	1286	258	1906	154	64	1324	102	76	164	110	86	20	384	264	46	26	90	204	268	214	368	1482	52	160	144	858	98	130	838	234	2	380	1404	170	26	18	5192	880	518	216	68	272	146	0	400	790	1150	12	2	156	72	1588	938	98	192	24	14	830	356	14	302	112	142	196	160	92	100	102	3020	108	364	58	414	22	418	0	270	1700	1090
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola	51540	928	5162	1034	870	746	246	508	690	1074	410	864	5692	54	48	26	276	2064	1894	190	36002	306	122	308	1168	6312	146	332	492	20878	358	940	16	858	30126	840	378	1340	174	662	396	34900	6474	182	844	1458	1834	680	5418	794	6260	78528	256	2126	288	394	1254	428	614	816	128	314	164	500	2268	32	260	244	254	3518	792	2742	74960	72	268	1508	3942	420	29766	2346	5378	18	17190	1250	4924	282	100	5100	11224	1904	422	304	12570	1290	90	446	138620	25354	56	152	6352	850	2878	1070	588	2454	152	192	1478	3052	38	2240	338	1160	766	260	612	334	308	2650	284	236	60	15560	102	16808	0	592	1190	1546
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis	25832	1486	17432	3318	2554	31206	192578	3090	294	16182	1700	658	1798	152	1720	24	3630	516	13876	146	298	5726	280	17536	182	8910	6676	326	1336	3220	3252	6890	4434	180	724	182	160	304	848	40476	14838	332	926	4178	822	340	88010	484	15512	9612	18876	506	24498	526	188	41438	4478	250	22	58	186	2874	13892	488	664	3522	666	1684	602	118324	5752	134	15156	3692	8596	1178	2726	634	256	167054	78	74	420	2466	366	66	188	3004	554	1696	140	7576	324	938	57914	92	21568	782	68	76448	4570	2052	4886	368	274	296	4668	194	10310	810	36	7552	750	268	1686	4932	1346	1668	644	348	7820	4688	28262	992	168	208	0	242	170	7676
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus;t__Bacteroides_coprophilus_DSM_18228_=_JCM_13818	13998	9182	3150	7044	1082	1302	340	6674	2062	5396	2274	9454	17884	3118	1252	1318	4398	7336	12364	7168	8366	1262	2206	4828	6754	6810	4172	6220	2214	6708	4180	3308	396	4432	9292	563320	1946	6504	3470	5614	3752	9490	128508	25286	4370	8114	57680	5894	20526	3256	2656	42958	4572	8396	3594	1840	4208	2984	7644	2974	1700	12102	1166	16920	7616	834	4806	944	854	11730	5456	2672	16856	1696	3202	6342	8164	7504	5364	20890	5726	746	9616	5954	1990	2054	1318	38568	8816	7900	383646	5458	460400	4060	1362	16552	14284	53598	2426	2978	5160	9688	6590	5094	4402	1498	4584	3220	4844	20556	1348	5314	2180	9288	18648	9708	6188	12190	3228	7640	5000	4590	3574	20108	2410	341282	252	5514	5870	29822
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus	1034	788	382	352	188	480	148	166	76	314	148	778	1938	396	56	58	264	380	422	108	1172	190	164	110	310	480	582	168	102	688	286	80	8	406	1180	40412	162	288	110	794	196	538	3664	1068	316	1312	1132	200	2370	848	360	4226	522	790	138	124	954	316	296	208	50	368	128	604	556	82	38	122	300	2012	362	214	2708	88	174	870	658	830	650	2212	364	18	582	1006	140	60	48	7472	814	422	11136	136	11938	620	288	1462	1948	992	116	400	190	452	1176	602	336	460	86	140	196	1068	30	476	120	332	1008	852	936	264	72	1562	58	248	168	978	226	7158	0	254	576	576
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus;t__Bacteroides_fluxus_YIT_12057	9570	24554	3940	21770	10624	41598	3232	2070	1766	11114	3512	9896	11608	13004	596	1292	42358	7748	10678	3678	62736	5068	158	3220	5292	6582	3206	2986	3284	11644	5638	2046	956	2492	7082	6460	3788	33532	3238	2740	3252	5522	43846	1108	1902	16644	4090	2060	5770	6542	5190	10890	3096	15956	7834	10904	8124	1330	3782	3038	1290	14530	1996	7496	5420	306	2110	2442	3072	101274	8640	6648	17298	2666	3872	7686	25434	14330	27130	28284	4134	106	9530	2166	954	3020	3266	19710	15264	6102	11074	5982	2168	25288	5460	926	11832	8000	3326	34	4128	11802	4168	16762	1596	4324	1252	2646	88550	7960	1996	18244	1890	4366	16534	22224	14388	3694	3580	30918	4216	8756	5800	3516	5842	6442	112	2430	3706	5212
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus	1488	984	548	2130	862	4040	754	260	142	850	328	1008	2368	392	48	24	890	672	1494	146	3930	1046	22	480	472	350	488	316	480	2390	336	300	26	326	1792	328	344	904	422	512	166	884	3758	532	318	2340	1174	126	620	2136	488	1004	374	1100	344	544	1740	68	100	260	110	1006	450	904	832	36	174	272	528	7748	684	258	2832	120	280	3108	3342	878	676	3862	886	6	422	584	72	200	120	4588	688	620	646	514	298	2796	594	122	922	934	60	14	240	884	1124	298	326	626	124	242	1832	1574	40	1028	216	696	1212	1038	542	330	244	732	512	322	356	560	358	398	0	320	358	884
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprosuis;t__Bacteroides_coprosuis_DSM_18011	660	5988	3656	28	588	150	14	36	10	100	190	80	156	22986	2	10	1960	54	110	2	4	256	138	1902	12	58	2	0	10	24	384	40	10	762	752	34	10	5052	118	8	0	1562	6	10	12	16	1466	8	76	54	114	770	20	12	638	1222	44	0	498	4	6	18264	92	3514	76	5060	82	364	14	3060	342	576	70	474	18	226	9000	94	26	138	9976	12	140	72	4	336	52	340	780	4	176	106	584	90	96	374	8	3706	168	0	318	38	24	12	40	48	4	2	70	282	886	192	104	44	86	254	164	32	10	16	96	2	746	6	30	624	0	20	22	958
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprosuis	2	330	270	0	0	4	0	0	0	8	6	2	6	248	0	0	186	0	0	0	0	4	28	10	0	0	0	0	0	0	2	2	0	0	16	12	0	16	26	2	0	128	0	0	2	0	68	4	0	4	16	2	0	2	12	12	0	0	44	0	0	146	0	38	8	38	2	6	0	16	48	96	0	84	0	12	16	0	0	4	204	0	0	2	0	8	0	4	18	0	44	0	72	6	2	28	0	112	24	0	32	4	2	0	0	0	0	0	4	2	0	10	2	0	0	8	2	2	0	0	2	0	104	0	4	6	0	0	8	52
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_oleiciplenus;t__Bacteroides_oleiciplenus_YIT_12058	27316	571926	12664	38442	6996	83078	312	6626	3562	49016	6220	9264	51304	774	2940	812	13872	24098	40348	3594	8744	25092	358	3790	4524	14318	708	2812	2268	5678	13316	1266	2096	3098	10708	5088	11532	15088	19074	7830	27624	6882	27894	4934	5082	30970	2088	1748	31662	49022	10028	8234	4878	12126	4912	8314	19092	7746	1626	1594	6234	7696	1290	8042	50198	1076	4730	1266	9388	139768	13082	3826	51350	5360	8482	7402	65668	21606	19824	181932	17544	280	7402	7064	2378	1878	2506	122954	3810	1062	3352	41540	15194	16170	178	2654	4856	35080	410	2890	12942	41138	5504	6570	3982	2500	974	6066	11694	69148	6108	11918	14354	3508	22710	16482	8500	5650	41034	3580	1820	1882	4434	11536	5088	12208	3332	7612	1416	17736
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_oleiciplenus	3172	8946	790	3094	368	3582	30	292	426	1280	584	242	16900	106	90	6	340	160	2480	106	190	1168	16	442	136	460	78	80	212	204	1288	58	68	458	792	554	308	522	480	416	166	808	2054	1758	164	2102	330	72	2376	1340	634	578	404	500	160	1286	2146	474	30	34	540	904	34	250	1806	18	116	118	1468	40430	920	316	2244	192	498	1474	4612	824	928	6136	1540	20	324	196	72	22	22	8908	354	26	106	1534	434	822	12	314	308	1260	4	376	428	1742	1440	380	694	310	50	590	1578	14310	58	898	1394	246	1274	908	1000	134	1924	178	134	206	156	296	432	804	0	422	174	618
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_neonati	50	154	116	154	724	46	238	230	8	56	6	40	118	6	2	2	24	8	140	20	6	206	0	166	6	56	54	6	18	4	30	16	0	6	20	24	6	0	16	26	68	36	0	70	18	34	48	8	56	88	26	58	72	8	28	14	274	2	0	2	10	34	178	24	12	8	4	4	44	488	76	24	68	4	16	76	30	32	8	34	20	0	28	38	6	4	30	180	40	16	8	18	2	28	298	0	88	10	2	82	28	30	60	24	14	2	18	30	42	86	10	14	30	14	44	50	2	56	24	42	38	0	22	24	20	14	2	22	4	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_graminisolvens	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_graminisolvens;t__Bacteroides_graminisolvens_DSM_19988_=_JCM_15093	0	2	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris;t__Bacteroides_stercoris_ATCC_43183	31808	103170	11392	31904	18760	16668	1848	2024	5426	813352	490974	1344314	1020314	12518	27582	7210	18134	2522708	45652	7576	6824	13474	9980	7014	769098	65856	3338	7376	313970	51020	61794	2414	22074	147862	266758	33988	59990	229852	13464	61282	1088682	220712	568932	103240	112796	108268	6010	7922	22960	24642	750038	458392	1145854	272862	33484	1038	4538	7426	6866	78450	23824	10574	5090	21224	135742	530	2528	16300	1345226	62534	14366	38062	1084634	40452	117786	1471142	921744	45112	969308	23080	13652	4404	173368	19496	7276	43198	8158	50554	10424	49652	54818	27456	97196	1391136	5428	2602	14550	132786	454	1650	9710	63514	6960	37320	651726	1078256	3360	217402	3374998	167250	1360	15864	163090	589512	86852	89876	34440	1024350	9896	624974	24920	402252	1512	158650	74558	34802	184	221196	154074	226712
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae;t__Bacteroides_salyersiae_WAL_10018_=_DSM_18765_=_JCM_12988	22058	61386	41280	143322	10304	51308	17434	19564	5904	371334	39526	27256	343308	1380	5080	842	5580	36786	42790	4266	47062	12802	888	130778	9872	48924	1204	7098	51340	10910	17086	46682	2972	12310	18250	9366	71278	70146	27952	18438	9880	23212	30144	3614	12486	14680	63490	5234	74186	17084	42184	23598	17990	19990	25548	7272	54198	10560	1050	6178	152994	10380	4792	17012	17162	1500	2838	7050	26348	48784	6396	72436	54394	3792	16892	25520	51100	44102	109746	37012	6646	906	110856	12554	8726	4168	3050	507222	29764	7322	5514	12602	157746	55086	296	66060	12776	46220	756	2564	6270	37914	346940	9444	52564	234238	11150	7182	53520	124002	1212	19936	32696	33902	58026	22482	93436	37580	10406	15284	5744	5818	6320	84920	4306	31704	2746	65700	11824	23852
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius;t__Bacteroides_plebeius_DSM_17135	336996	244222	101360	24316	2334	968	131660	379296	95296	76778	43128	49130	739342	9450	15172	25912	1552	28358	120294	42466	655070	504	10496	4022	444704	283776	21408	159364	18630	644514	28614	2032	26648	720694	401500	53722	49240	1024204	51658	212196	63204	176860	2550728	5484	220420	459830	51920	39468	1296052	3036	115016	182818	3480	662300	11260	924	95958	60660	17960	352464	2524	1080	956	185046	626756	1796	8938	2118	918	4130	15082	220784	3080704	11922	346594	112752	137878	38698	97384	124988	63672	710	451476	601684	575592	266458	23396	1333632	285512	233508	100450	15752	47724	6020	16708	225902	90776	456374	12424	746	44912	30050	262462	499898	13642	5732	49926	1356	8726	310830	6536	413732	90594	87020	54170	116622	59724	72580	16506	1025900	2420	20448	5724	435390	5188	369744	530	19746	601316	348604
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_plebeius	42794	18562	19226	1270	246	42	102	28790	2512	5720	1840	1652	196900	1260	346	2594	82	644	6592	592	136806	42	1980	394	42726	26972	236	1144	138	126376	5414	104	44	55570	132680	5678	2192	43984	1494	37902	1442	4512	245576	886	37810	125940	4456	4012	202706	296	5510	22324	812	126116	906	100	1866	1730	2110	39286	110	28	90	17366	70772	88	64	222	156	452	208	22496	368796	1166	8782	7322	2710	2904	902	11290	15298	60	57494	131502	39650	8618	692	440172	64410	40898	13292	146	8174	424	1060	25996	17630	77092	1966	28	4034	2324	92366	96348	928	1126	5136	98	484	46428	388	38542	3504	936	6110	2656	5876	7912	114	358788	168	1060	238	82626	170	38768	0	1674	101854	66308
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_ovatus	600538	425824	44902	1682460	127630	432640	3926	44130	415088	51850	89008	712132	57360	16056	35292	17204	192830	277750	1231328	401308	18518	490602	9830	850984	125808	121414	544496	269876	27294	40174	54984	75528	65840	85642	209662	98570	150506	65054	43178	1245752	1413626	311366	669064	336894	238140	56538	825466	49302	287432	482006	84590	122830	383552	36782	40700	269548	1913296	1302	18178	103486	135178	506086	1108654	387992	606526	203700	101972	12382	565846	1416194	361742	21472	450926	68834	174422	451166	229102	86454	223178	238860	26190	4096	347474	51160	26104	18562	539160	383364	200240	13652	97744	897210	46386	92620	2862	69526	510404	118778	2214	837820	55034	22628	59704	189544	20826	33360	96094	34726	1090586	254488	54298	515446	106360	173636	185502	76644	130064	51258	238720	111730	109584	261510	53152	167320	98026	53856	4242	86466	42154	141256
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis;t__Bacteroides_salanitronis_DSM_18170	15210	4636	2224	4646	618	2812	770	5480	414	4834	4166	18816	6444	300	340	1628	4280	33136	9254	1896	8844	4132	230	1140	25204	11530	954	4852	430	4816	2990	1920	306	11996	2872	4568	3264	6442	1300	2460	9352	2642	10402	1520	1804	7676	286	14502	14508	1864	3390	9484	14312	5586	7998	12690	6636	410	968	760	674	4264	1664	20144	18042	470	570	1096	1440	5286	6492	1626	45372	990	1964	6878	2186	5724	2432	19906	4456	24	4932	2246	1372	7984	1148	37514	46640	5092	3402	1844	6754	1816	264	2046	17546	14552	770	46	1806	2084	3292	1952	3414	2322	682	898	4366	4054	372	5884	1654	1100	5940	3122	910	2234	2134	1842	244	3218	2428	2382	544	5820	206	1962	3666	2044
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salanitronis	1442	710	312	480	196	844	100	96	96	284	242	1720	2218	36	62	16	114	738	1724	216	816	424	32	208	1952	440	94	900	60	398	222	138	10	1768	664	402	374	306	194	356	82	228	1142	328	86	978	450	458	1196	408	380	1044	1840	472	124	1772	1438	98	74	114	52	556	90	438	354	44	20	78	50	2196	262	328	2908	60	296	1562	278	322	408	1668	188	4	592	492	80	100	104	4874	438	146	190	164	164	240	12	304	1794	436	64	8	118	328	596	218	508	384	62	62	604	812	20	358	76	98	610	440	136	386	154	388	42	606	166	376	40	384	0	196	406	210
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_salyersiae	1636	744	790	4250	266	5374	520	278	310	8608	832	1166	16040	28	158	6	198	910	1318	122	2306	1130	68	3690	330	884	116	314	1768	216	600	1280	26	586	794	272	1192	896	752	898	604	442	1080	208	144	698	4458	198	2940	1408	1830	1056	462	618	586	600	4828	186	26	100	2138	582	542	582	534	50	92	270	1658	5714	512	2034	2738	188	564	2354	3048	1274	2412	2232	376	22	3160	866	164	76	130	24026	886	226	376	680	3948	4376	18	2388	970	1442	28	114	162	1158	14386	384	1302	6432	214	308	3148	4618	26	878	868	1280	1804	768	2428	1376	534	570	228	262	532	2188	174	978	0	1446	312	1108
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_stercoris	1546	8474	532	7704	700	4810	78	114	268	50352	13956	72904	103320	1958	1468	264	2036	106656	9694	156	598	3336	710	828	40488	3974	246	182	25534	3228	5146	160	426	14652	28356	2264	2182	5610	1338	4236	65242	21344	41858	9900	5876	10006	1052	490	1442	6314	67220	20978	66328	17388	2188	84	820	428	232	2964	702	1110	1106	2048	8820	38	76	1660	81902	8862	784	2872	92068	2364	6592	99238	72160	2448	52790	3088	2002	282	13978	686	270	1006	470	3190	1650	2590	3300	1122	5868	99364	226	568	1098	6316	46	110	402	4640	1686	2184	42936	77652	356	11540	153442	12114	34	872	7878	26062	6610	3090	2406	51208	1054	66810	1308	24200	204	11136	4226	2546	0	8792	14100	15304
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_sp._Ga6A1	0	0	0	0	0	0	0	0	0	0	2	2	54	260	24	30	0	0	0	0	0	0	8	0	0	0	0	0	0	4	4	0	0	0	0	0	0	68	0	0	0	42	4	0	0	10	0	10	0	0	20	2	0	4	0	0	0	2	0	0	4	18	0	0	0	0	0	0	0	4	0	86	0	8	0	0	0	0	0	0	128	0	0	6	0	0	2	0	172	4	268	0	0	0	0	0	0	60	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	4	0	0	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron	247508	91020	23312	48114	157558	155014	5302	197470	29616	37070	36888	378314	114366	25226	4210	3664	30880	239094	170414	95162	2502	96464	4258	107358	13156	173030	65556	21458	7354	8562	30362	20584	1672	20646	52542	18458	101368	6404	10964	100290	36316	33918	106480	34334	20664	29542	288340	13190	26340	66528	29778	21610	60466	13054	13948	2810	197114	256264	14560	13752	13158	104476	64702	18692	44780	24900	10010	9292	186796	408794	144946	16936	190390	18984	25056	30378	63920	24950	7330	34326	20206	474	8980	184512	2930	5026	6744	336730	31786	9482	29346	112496	10570	46756	898	8680	26794	26546	1602	439736	13534	20486	18568	201564	20572	66358	9060	17510	62942	110996	16652	252230	20180	10668	49252	33364	6564	31756	40708	94702	24448	86990	56462	33402	19720	30768	1566	20962	12074	30858
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_thetaiotaomicron;t__Bacteroides_thetaiotaomicron_VPI-5482	1049288	403848	95338	209818	728966	685028	3888	1065208	71982	137264	195968	2035962	518674	87014	13506	12780	80668	1211546	562114	372428	8942	384160	17848	511680	77520	971276	264892	80412	28206	28216	109416	92104	8982	84908	191994	66946	516712	42032	43032	453618	309024	42778	580400	104700	53470	105686	1092726	18948	48550	172520	100284	104180	171732	55978	38118	9384	234440	1212560	69624	59096	43848	300420	327520	33430	138364	112002	31956	19088	805414	1536436	718176	61816	843228	80250	35744	113404	227458	88488	90938	51530	49346	920	28162	818920	14148	30806	41934	1435320	118788	30612	102892	479872	41698	125360	49488	23962	73114	79644	14054	1941958	58168	158222	291636	788540	96554	295202	43408	85128	366198	472416	91946	1167760	88132	34892	209520	120704	24410	167728	192400	317774	67160	419204	258082	135360	94784	118254	8952	84414	40688	136312
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	32322	8808	2116	93906	11712	166796	488	7562	4730	20016	3824	18822	67728	9880	554	762	7338	20706	32500	338	1774	105442	1540	8472	17714	8464	1052	7894	52792	3058	10788	12328	598	12816	20532	11426	7286	3618	7518	11980	682	7502	24858	42968	7696	77686	28516	8486	5368	36832	15772	16564	712	6962	3082	274	170038	350	3074	2756	3968	43274	4488	86220	30704	2800	766	6752	25220	172948	6304	2870	8232	3914	2196	5644	83120	15772	6228	33316	16704	108	3524	956	266	388	1004	125052	26768	5364	8610	9232	7002	42238	212	3762	12274	10206	1390	304	874	22614	36630	2506	1338	23382	9196	15204	34336	34052	26	5240	7874	8610	26876	6770	9640	11970	2694	1530	13118	2254	9508	10554	9114	5718	0	20780	4698	4022
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus	83172	64214	43308	66990	67892	494638	3188	2812	39718	43612	36218	35934	43958	5372	7894	272	27498	160240	113168	37362	4892	1610	4122	143102	8360	20310	77674	63714	18844	6024	14756	37274	1122	33154	73546	12192	27240	17480	16080	54820	44090	69796	61704	22638	15520	51624	542326	9578	65864	276632	99718	37714	58974	8048	13282	137058	186692	57520	4698	6792	14474	48210	137462	5642	57276	574	5208	16594	117728	410706	36264	12276	354398	4004	33440	304762	94040	36624	35668	223462	7640	272	51602	55194	8204	1402	12376	225572	21328	9564	30408	76736	7112	369440	290	12610	122714	17422	948	682	12098	9460	92382	730	21616	31944	8476	14868	56546	27828	7928	44296	45832	19662	79130	37938	52316	77460	37968	15276	17170	61912	27720	31972	6754	19090	0	21536	19586	11916
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus;t__Bacteroides_vulgatus_ATCC_8482	2943600	2991598	1625736	1586582	2772334	2576108	53334	185316	2810262	1760714	2530384	1721998	502814	158628	413500	7870	1724802	9042748	3657536	2543494	199122	8164	40048	2303988	92580	1195208	2998552	2391630	630034	231462	391796	768192	125376	196082	1773304	446888	1802232	1520984	798974	3030228	274134	3058338	2544902	441502	778882	1427536	1938410	409692	2101164	4195068	794920	747178	2852136	341662	923390	1238416	8206448	2300330	181274	394192	1498880	293640	862936	408394	933178	7314	324492	561124	650684	12835526	1092064	390794	2875990	82272	1913414	1409416	3181876	1236464	1756302	907610	203986	13280	350934	1331812	487972	106310	1819196	4766172	616508	382518	292890	590608	83294	1854706	16526	155730	712890	745618	28892	16598	757020	377814	2084566	17284	975440	1094410	521888	95310	4501114	737144	154082	2600146	1816872	831020	1863254	3756510	1945958	1849140	3598930	338298	1214358	3186442	158070	1188354	392770	525050	47288	1266646	828896	486310
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_splanchnicus	2258	3968	476	1694	258	946	508	120	134	598	234	520	13970	1240	90	134	708	142	2222	354	198	1380	116	186	756	582	68	108	578	512	4692	648	12	818	3670	1424	138	452	950	12050	242	1116	9826	288	942	4744	3502	262	3340	3048	926	510	292	878	300	4602	196	218	188	66	252	5868	264	318	1362	46	62	430	612	1754	4702	840	778	718	410	1352	3754	1238	434	1032	2094	102	834	518	72	190	44	2664	622	644	1234	922	834	2832	264	846	3550	696	180	34	820	1632	2810	582	1132	2534	208	594	484	4000	8	5212	748	240	1556	460	1944	172	542	832	988	612	564	972	72	1270	0	784	324	1250
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter_laneus;t__Odoribacter_laneus_YIT_12061	9272	4236	6238	1412	208	1102	236	864	230	5978	3282	744	4210	130	3844	412	198	1754	1080	2746	144	1548	50	474	338	3852	338	396	404	2048	444	286	250	1858	23842	300	1072	8340	2222	1410	454	14784	1294	12052	1790	2866	550	464	454	2996	946	49946	300	914	932	2834	1068	490	232	178	84	5074	1392	230	444	2454	350	442	1572	7552	1922	2290	2380	82	4656	696	12042	2408	984	3174	454	452	3588	464	302	568	120	5080	440	610	976	3886	5472	3022	308	294	276	2074	44	178	2288	876	742	88	678	1374	1532	246	452	4906	224	1808	492	4896	8090	3942	750	162	726	104	632	1126	298	1022	110	1928	148	4384	282	2134
