#OTU ID	82S3MNBY.518050	C0241.T.518067	OTGGZN5Y.518063	OTGGZAZO.518108	C0240.N.518020	QFHRSNIH.518116	C0195.N.518110	5TA9VAT9.518088	5TA9VN6K.518161	C0374.N.518099	C0241.N.518043	UZ65XN27.518028	C0195.T.517986	82S3MAZ4.518145	59S9WAIH.518013	C0252.N.518016	C0275.T.518032	C0378.N.518158	C10.S.517995	C0371.N.518009	C0398.N.518152	C0344.N.518103	C0285.N.518084	C0294.N.517987	C0395.T.518075	GQ6LSNI6.518106	C0325.T.518083	C0315.N.518021	C0270.T.518163	C0366.N.518094	C0258.T.517997	C0349.N.517989	6G2KBNS6.518045	C0134.N.518072	JIDZEAPD.518149	C0399.N.518011	C0395.N.518054	LRQ9WN6C.518048	C0154.N.518002	C0349.T.518111	C0206.N.518065	C0355.T.518157	R8J9ZAGC.518059	TV28INUO.518004	C0225.N.518047	59S9WNC6.518055	C4.S.518169	UEL2GN92.518058	6G2KBASQ.517999	C0311.T.518131	G2OD5N55.518146	C0341.N.518101	C0394.N.518031	5EKFOAO4.518164	UEL2GAPI.518173	C0306.T.518122	KIXFRARY.518160	UZ65XAS5.518119	R8J9ZNOW.518040	C0371.T.518139	C0399.T.518153	C0285.T.518044	C0282.N.518138	C0335.N.518107	C0271.N.518022	C0269.N.518130	C0374.T.518127	C4.T.518118	C0268.N.518089	C0258.N.518014	C0230.N.517992	C0366.T.518172	KIXFRNL2.518129	C0322.N.518165	C0388.N.518136	C0230.T.518144	C0134.T.517988	C0186.N.518143	XZ33PA3O.518135	C0225.T.518033	5EKFONB3.518125	C0159.N.518042	HZIMMNL5.518062	C0362.N.518069	C0095.N.518123	MQETMNL4.518037	C0211.T.518096	GQ6LSABJ.518010	C0344.T.518029	C0341.T.518113	HZIMMAM6.518095	C0095.T.518141	C0198.N.518081	C0149.T.518132	C0294.T.518134	C0362.T.518026	JIDZEN4J.518073	C0318.T.518140	LRQ9WAHA.518036	C0149.N.518039	C0332.T.518017	C0308.N.518154	G2OD5ABL.518057	C0355.N.518077	C0388.T.518015	C0133.N.518051	C0318.N.518105	C0269.T.518150	C0198.T.518166	C0212.T.518155	C0325.N.518109	MQETMAZC.518171	C0342.N.518068	C0245.T.518151	32I9UNA9.518098	TV28IANZ.518070	C0378.T.518104	38U4VNBW.518090	A8A34NCW.518023	C0330.N.518148	41E1KAMA.517991	O436FAO8.518097	32I9UAPQ.518112	C0159.T.518087	G3UBQNDP.518121	C0256.N.518170	C0212.N.518167	C6.S.518082	MQE9OAS7.518008	A8A34AP9.518086	C0268.T.518114	C0209.T.518128	C0240.T.518052	C0330.T.518035	G3UBQAJU.518060	C0306.N.518003	QFHRSAG2.518005	UTWNWANU.518168	XBS5MA8H.517990	38U4VAHB.518100	BFJMKAKB.518159	C0209.N.517984	MQE9ONGV.518038	C0333.N.518126	YOTV6NC8.518156	C0271.T.518078	C0133.T.518133	C0334.N.518066	C0206.T.518053	C1.T.518120	C0211.N.518117	XZ33PN7O.518030	C0334.T.518147	C0342.T.518093	C0333.T.518046	C10.T.518056	YOTV6ASH.518142	C0252.T.518006	C0282.T.518000	I7ROLN9P.518079	C0394.T.518064	C0112.T.518024	C0186.T.518019	C0270.N.518041	C0311.N.518124	C0322.T.518018	C0335.T.518115	C0256.T.518080	C0275.N.518076	41E1KNBP.517985	XBS5MNEH.518074	C0112.N.518001	UTWNWN3P.518012	8XBKGN9F.518085	C0154.T.518091	C0308.T.518162	C0332.N.518027	C6.T.518061	C0235.T.518049	C1.S.518137	C0235.N.517993	C0245.N.518071	C0315.T.518034	BFJMKNMP.518102	8XBKGABK.517998	C0314.T.518025	O436FNP3.518007	C0398.T.518092	C3.S.517996	C3.T.517994
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens;t__Bacteroides xylanisolvens XB1A	2	3	12	10	4	1	5	22	98	10	2	8	1	1	0	5	14	31	0	49	8	10	7	8	19	38	28	2	141	45	40	257	4	23	98	71	21	8	11	124	1	1	1	0	3	0	69	1	0	0	0	28	86	9	1	9	13	2	0	32	12	2	9	30	1	1	0	9	93	24	5	71	7	0	0	12	873	2	50	2	7	32	31	21	29	14	151	20	1	9	60	28	6	27	18	4	60	11	9	38	0	73	1	5	0	54	47	0	9	5	29	8	41	7	1	0	5	88	0	8	1	1	2	3	60	82	12	0	0	0	54	2	2	8	42	38	6	0	0	120	0	1	0	154	0	2	21	4	0	12	269	49	5	8	23	0	0	3	3	17	34	6	1	310	1	0	12	26	11	0	0	0	1	1	16	36	16	0	3	10	3	0	0	0	1	1	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus;t__Bacteroides vulgatus ATCC 8482	0	32	0	0	121	0	15	5	38	4	109	0	1	0	0	55	0	81	1	3	106	7	253	89	12	0	20	0	896	167	307	1443	285	44	111	26	36	0	539	121	1	47	0	108	127	0	64	0	133	0	0	124	6	168	0	19	1	0	0	5	2	79	112	4	29	101	0	7	119	230	3	363	0	11	0	3	0	207	0	21	198	3	888	18	149	1404	123	0	3	19	772	150	24	198	125	0	48	3	0	402	41	706	0	115	0	164	6	50	17	2	14	936	810	110	60	69	15	137	72	50	0	0	70	1	0	3	72	68	9	93	58	16	52	97	0	110	0	134	0	193	0	38	132	1	2	13	26	3	0	2	185	5	0	28	4	0	0	2	47	0	2	8	236	1729	0	5	0	1	0	0	0	144	561	0	90	297	56	39	8	11	41	33	0	0	3	0	2	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides vulgatus	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	1	0	0	0	2	3	0	0	1	0	25	2	7	23	3	0	0	0	1	0	9	5	0	2	0	3	5	0	3	0	1	0	0	4	0	4	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	3	0	14	0	0	0	0	0	4	0	0	3	2	10	0	3	19	2	0	0	1	13	3	1	3	2	0	0	0	0	15	1	12	0	1	0	3	1	0	0	0	2	16	17	0	0	1	0	1	0	0	0	0	3	0	0	0	1	1	0	2	1	0	0	2	0	3	0	3	0	5	0	0	3	0	0	0	1	2	0	0	5	0	1	1	0	0	0	0	0	0	0	0	3	15	0	0	0	0	0	0	0	0	6	0	1	8	1	1	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides xylanisolvens	0	0	0	0	0	0	1	1	2	0	0	0	1	0	1	0	0	0	2	1	0	1	0	0	0	3	1	0	4	1	3	5	0	0	0	5	4	0	2	4	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	2	2	0	1	2	0	0	0	18	0	0	1	0	5	2	0	0	1	4	3	0	0	4	1	0	0	0	0	2	1	0	2	0	2	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	4	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	1	0	8	0	1	1	0	0	0	3	7	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	3	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	1	0	5	0	1	33	2	0	0	0	1	8	4	0	1	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	5	1	0	0	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Mediterranea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	99	0	15	13	1	0	38	1	1	0	7	0	7	72	4	2	0	8	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	38	2	2	3	3	0	0	0	50	0	1	0	0	0	0	32	0	1	1	0	0	0	0	0	11	0	0	2	0	1	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	0	1	0	0	0	28	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	1	0	9	0	8	3	0	0	0	1	0	0	0	27	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter fastidiosus;t__Coprobacter fastidiosus NSB1	0	1	0	0	0	3	0	0	0	5	0	0	0	0	0	0	206	7	252	133	6	75	0	2	4	98	0	37	0	15	0	9	35	0	10	58	5	0	2	1	0	0	0	0	0	0	14	0	33	0	0	9	5	0	0	2	0	0	0	87	7	0	14	203	2	11	0	0	6	0	4	27	0	3	0	0	0	105	0	0	0	26	0	2	4	7	5	75	38	0	0	0	2	0	1	0	6	3	0	0	0	0	0	2	0	0	8	7	1	3	11	4	13	3	0	0	2	0	0	2	0	0	0	10	0	0	0	13	33	0	0	7	0	9	0	7	1	0	0	0	0	0	44	221	0	1	0	14	0	0	11	2	29	2	33	28	0	3	0	0	4	3	175	2	1	0	97	0	437	0	0	8	0	0	0	0	24	6	0	1	17	0	3	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis;t__Barnesiella intestinihominis YIT 11860	0	0	0	0	2	3	0	0	0	20	0	15	0	0	0	82	250	44	0	39	38	18	195	30	9	0	11	0	1	105	148	44	0	3	0	54	3	0	4	4	0	1	0	0	212	0	113	0	0	1	0	145	8	231	0	6	0	2	0	23	3	76	4	38	41	15	1	9	5	93	4	215	0	2	1011	1	0	38	0	121	364	39	0	40	0	0	159	0	7	12	0	6	9	24	8	0	0	7	0	172	20	9	0	14	474	8	13	4	11	3	41	0	405	15	0	0	8	0	5	0	2	0	0	10	14	128	7	29	0	8	4	1	3	3	0	33	5	0	0	0	0	0	0	81	4	14	21	11	8	30	290	0	1	20	14	0	0	10	0	0	1	3	42	4	4	4	13	35	18	1	0	52	0	0	0	3	104	12	1	83	4	3	0	0	6	2	2	6	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	6	3	0	2	2	1	18	0	3	0	0	0	0	7	19	1	0	0	0	3	0	0	0	0	0	0	0	0	4	0	1	0	0	1	0	9	0	27	0	1	0	0	0	0	0	9	0	0	4	0	0	1	0	7	0	16	0	0	60	0	0	0	0	2	24	6	0	0	0	0	5	0	0	1	0	0	1	1	0	0	0	0	0	5	2	1	0	0	51	0	0	1	1	0	0	0	20	1	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	7	1	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	3	3	2	0	3	0	0	0	1	0	0	0	4	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	13	6	1	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	13	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	4	0	5	0	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella viscericola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter fastidiosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	6	3	0	3	0	0	0	4	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	1	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas endodontalis	226	0	0	0	0	0	0	0	1	0	0	0	0	268	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	3	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	2	247	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	45	623	0	0	0	0	0	0	0	0	67	0	55	0	566	0	0	0	0	0	0	0	0	43	0	23	0	0	0	0	0	0	0	0	0	68	0	0	0	39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	279	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	3	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter splanchnicus	222	39	14	0	105	25	6	14	93	20	83	26	0	233	0	68	28	67	41	9	8	61	198	19	6	116	8	6	19	52	228	15	28	3	14	58	36	3	33	18	35	0	0	7	14	0	140	11	15	37	0	80	6	0	35	6	7	5	0	10	12	60	6	67	36	184	1	8	68	143	6	139	3	17	43	20	0	80	33	13	0	49	6	69	1	5	38	53	10	5	13	2	7	21	9	15	5	14	1	117	6	186	0	0	13	3	26	28	20	0	52	3	161	5	2	9	18	0	2	60	0	0	0	18	16	149	33	15	0	7	16	8	97	103	31	49	23	0	0	0	0	14	0	74	15	4	1	7	1	18	96	65	10	8	12	3	1	6	0	0	1	1	129	46	15	4	31	56	75	0	0	19	0	0	8	90	16	2	1	47	2	3	3	0	4	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas faecihominis	0	14	0	0	19	0	4	0	0	1	46	1	1	0	0	11	0	7	0	8	2	0	41	6	2	0	3	0	5	35	105	0	0	0	0	1	3	0	7	0	0	0	0	0	25	0	12	0	0	0	9	20	0	0	0	0	3	0	0	9	0	15	4	2	18	23	0	1	7	63	0	48	0	0	0	0	0	0	0	17	0	4	0	11	0	2	6	0	0	3	1	0	21	4	0	0	0	3	2	14	0	29	3	0	0	0	5	9	15	5	28	0	1	13	0	0	2	0	0	1	0	0	0	1	0	103	8	5	0	0	0	1	24	2	0	6	0	0	0	0	0	1	0	37	0	3	0	1	0	31	25	0	0	0	6	0	0	0	0	0	0	0	0	11	1	0	0	42	0	0	0	8	0	0	3	5	0	2	0	65	0	7	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas	1	0	0	0	1	1	0	0	0	1	1	28	0	4	0	13	0	10	0	0	15	2	1	2	0	0	0	0	1	0	2	15	1	0	0	7	1	0	0	5	0	0	0	0	0	0	0	1	1	0	0	4	1	0	5	0	0	6	0	0	0	1	0	2	42	2	0	0	4	0	2	2	0	6	159	1	0	16	0	0	0	4	0	0	2	9	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	13	0	0	184	0	0	1	0	0	0	6	50	1	0	0	1	0	0	1	0	0	0	0	1	12	1	0	0	0	0	1	1	3	0	0	1	0	0	0	0	0	0	0	1	11	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	2	0	3	0	8	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum	0	17	0	0	0	0	0	0	0	0	44	12	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Dysgonamonadaceae;g__Dysgonomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas paravirosa	0	4	0	0	10	0	0	0	0	0	9	0	0	0	0	0	0	6	0	3	1	0	20	0	0	0	0	0	2	12	32	6	0	1	0	0	0	0	6	3	0	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	0	0	0	3	0	6	0	0	2	11	0	0	15	8	0	19	0	4	0	0	0	0	0	7	0	11	2	6	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	6	0	2	0	0	2	0	0	0	0	0	0	0	0	0	4	0	23	0	1	0	0	7	0	15	0	0	0	0	0	0	0	0	1	0	35	0	0	0	0	0	9	13	0	0	0	7	0	0	0	0	0	0	1	0	9	0	0	0	4	0	0	0	5	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Culturomica;s__Culturomica massiliensis	0	0	0	0	0	0	0	0	0	0	0	405	0	0	0	0	1	44	0	0	0	117	188	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	106	0	0	120	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	39	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Butyricimonas;s__Butyricimonas virosa	58	0	10	10	22	3	1	0	0	27	5	19	0	68	0	1	0	68	0	5	30	1	49	10	0	0	0	3	0	1	38	1	21	0	0	20	0	0	5	0	0	0	0	3	0	0	0	2	12	1	0	9	1	0	4	1	9	0	0	1	5	12	0	50	19	0	3	0	9	15	5	0	0	0	30	3	0	0	0	0	0	2	0	6	2	2	2	0	0	0	1	0	0	0	1	0	0	0	3	0	3	22	0	1	39	2	0	0	0	1	0	1	25	0	0	1	8	0	0	3	1	0	0	4	2	2	17	0	0	0	3	0	24	6	0	0	0	0	0	0	0	0	0	0	0	8	0	5	0	0	12	0	0	0	0	0	0	1	0	0	0	0	1	5	5	0	17	4	0	2	0	0	0	0	0	7	23	0	0	2	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Culturomica	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter	3	1	1	0	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	45	0	0	0	0	9	2	0	0	1	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	2	6	0	0	0	0	26	0	1	0	0	2	0	0	0	0	0	0	3	0	0	0	27	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae;g__Odoribacter;s__Odoribacter laneus;t__Odoribacter laneus YIT 12061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
